2437;2442;0;406;VERDADERO;VERDADERO;-5;;;
2437;2462;0;407;VERDADERO;VERDADERO;-25;;;
2437;2462;0;408;VERDADERO;VERDADERO;-25;;;
2437;2482;1;409;VERDADERO;VERDADERO;-45;;;
2437;2482;0;410;VERDADERO;VERDADERO;-45;;;
2469;2482;0;411;VERDADERO;VERDADERO;-13;;;
2469;2502;0;412;VERDADERO;VERDADERO;-33;;;
2469;2502;0;413;VERDADERO;VERDADERO;-33;;;
2469;2502;0;414;VERDADERO;VERDADERO;-33;;;
2469;2502;0;415;VERDADERO;VERDADERO;-33;;;
2501;2502;0;416;VERDADERO;VERDADERO;-1;;;
2501;2522;0;417;VERDADERO;VERDADERO;-21;;;
2501;2522;0;418;VERDADERO;VERDADERO;-21;;;
2501;2542;0;419;VERDADERO;VERDADERO;-41;;;
2501;2542;0;420;VERDADERO;VERDADERO;-41;;;
2533;2542;0;421;VERDADERO;VERDADERO;-9;;;
2533;2562;0;422;VERDADERO;VERDADERO;-29;;;
2533;2562;0;423;VERDADERO;VERDADERO;-29;;;
2533;2582;0;424;VERDADERO;VERDADERO;-49;;;
2533;2582;0;425;VERDADERO;VERDADERO;-49;;;
2565;2582;0;426;VERDADERO;VERDADERO;-17;;;
2565;2602;0;427;VERDADERO;VERDADERO;-37;;;
2565;2602;0;428;VERDADERO;VERDADERO;-37;;;
2565;2602;0;429;VERDADERO;VERDADERO;-37;;;
2565;2602;0;430;VERDADERO;VERDADERO;-37;;;
2565;2622;0;431;VERDADERO;FALSO;-57;;;
2601;2622;0;432;VERDADERO;VERDADERO;-21;;;
2601;2622;0;433;VERDADERO;VERDADERO;-21;;;
2601;2642;0;434;VERDADERO;VERDADERO;-41;;;
2601;2642;0;435;VERDADERO;VERDADERO;-41;;;
2601;2642;0;436;VERDADERO;VERDADERO;-41;;;
2633;2642;0;437;VERDADERO;VERDADERO;-9;;;
2633;2642;0;438;VERDADERO;VERDADERO;-9;;;
2633;2662;0;439;VERDADERO;VERDADERO;-29;;;
2633;2662;0;440;VERDADERO;VERDADERO;-29;;;
2633;2682;0;441;VERDADERO;VERDADERO;-49;;;
2665;2682;0;442;VERDADERO;VERDADERO;-17;;;
2665;2682;0;443;VERDADERO;VERDADERO;-17;;;
2665;2682;0;444;VERDADERO;VERDADERO;-17;;;
2665;2682;0;445;VERDADERO;VERDADERO;-17;;;
2665;2702;0;446;VERDADERO;VERDADERO;-37;;;
2665;2702;0;447;VERDADERO;VERDADERO;-37;;;
2703;2702;0;448;VERDADERO;VERDADERO;1;;;
2703;2722;0;449;VERDADERO;VERDADERO;-19;;;
2703;2722;0;450;VERDADERO;VERDADERO;-19;;;
2703;2742;0;451;VERDADERO;VERDADERO;-39;;;
2703;2742;0;452;VERDADERO;VERDADERO;-39;;;
2733;2742;0;453;VERDADERO;VERDADERO;-9;;;
2733;2762;0;454;VERDADERO;VERDADERO;-29;;;
2733;2762;0;455;VERDADERO;VERDADERO;-29;;;
2733;2782;0;456;VERDADERO;VERDADERO;-49;;;
2733;2782;0;457;VERDADERO;VERDADERO;-49;;;
2765;2782;0;458;VERDADERO;VERDADERO;-17;;;
2765;2782;0;459;VERDADERO;VERDADERO;-17;;;
2765;2782;0;460;VERDADERO;VERDADERO;-17;;;
2765;2802;0;461;VERDADERO;VERDADERO;-37;;;
2765;2802;0;462;VERDADERO;VERDADERO;-37;;;
2765;2802;0;463;VERDADERO;VERDADERO;-37;;;
2801;2822;0;464;VERDADERO;VERDADERO;-21;;;
2801;2822;0;465;VERDADERO;VERDADERO;-21;;;
2801;2842;0;466;VERDADERO;VERDADERO;-41;;;
2801;2842;0;467;VERDADERO;VERDADERO;-41;;;
2801;2842;0;468;VERDADERO;VERDADERO;-41;;;
2837;2862;1;469;VERDADERO;VERDADERO;-25;;;
2837;2862;0;470;VERDADERO;VERDADERO;-25;;;
2837;2882;0;471;VERDADERO;VERDADERO;-45;;;
2837;2882;0;472;VERDADERO;VERDADERO;-45;;;
2837;2882;0;473;VERDADERO;VERDADERO;-45;;;
2837;2882;0;474;VERDADERO;VERDADERO;-45;;;
2869;2882;0;475;VERDADERO;VERDADERO;-13;;;
2869;2882;0;476;VERDADERO;VERDADERO;-13;;;
2869;2902;0;477;VERDADERO;VERDADERO;-33;;;
2869;2902;0;478;VERDADERO;VERDADERO;-33;;;
2869;2902;0;479;VERDADERO;VERDADERO;-33;;;
